customer_text,brand_text,conversation_id
"I already did that. It says one day and when I bought it with 1 day, it gave it 12/4. If I look at the item now, it says 2days gets it to me 12/2?! - I work in logistics. I understand shipping and this is frustrating. May cancel my order.","I understand your frustration! Not all shipping speeds are available for all items and all addresses. To see the most accurate Prime shipping information as you shop, make sure to set up a default address for your account. Learn more here: ^SC",conv_80193
I don’t see it,"Thanks for that information, Travis. Could you please let us know who the carrier was for this order? You can find that information here: ^RB",conv_64019
What about the form I filled earlier? What was that for? I was asked to wait for 2 more days after that. GIVE ME MY MONEY. #AmazonFails #AmazonFraud #AmazonPay,We will not be able to offer any insight till we receive the details via form offered earlier. Appreciate your understanding. ^RW,conv_51940
it means i have to be here in office for 9pm?? is your EOD is 9pm??,"I understand that you're concerned about the delivery of your order. Be assured that the order will be delivered to you by 9 PM today. Also, please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^BV",conv_65754
"The agent is advising I continue to wait. I understand that, but it’s pretty common that my orders are marked delivered when they never were. Delivery is very unreliable!",I'm so sorry for the poor experience! What is being advised by the agent? We'd be happy to try to help in any way we can. ^WJ,conv_30952
"Extremely inconvienant service, too be honest. I logged in&amp;had to verify my acc (as I'm travelling &amp; on a diff IP address) to then be locked out. Thank GOD for",We aren't able to view account information via Twitter. Please wait for our Accounts Specialists' correspondence and check the spam/junk folder of your e-mail account as messages may be filtered to there. ^DO,conv_91394
"""Aufgrund eines generellen Lieferengpasses auf Herstellerseite kann es zu Verzögerungen bei Ihrer Bestellung kommen. [...] Sollte es zu Verzögerungen kommen, informieren wir Sie automatisch per E-Mail."" Gab wohl nur keine Mail, bzw Aktualisierung des Lieferdatums.","Du weißt doch das Zauberer Ihre Tricks nicht verraten 😉 Spaß beiseite, melde dich bitte mal bei uns, dann sehen wir nach: Viele Grüße ^TR",conv_79045
Always helpful! This is why I continue to shop with you guys.,"It's not uncommon for items to ship the same day they're delivered. However, if you haven't received your items by 8:00PM tonight, please contact us by phone or chat here: ^AC",conv_84048
Excelente servicio! Recibí mis paquetes hace un par de minutos!,"Gracias por la información, Quirino. Por favor, contacta con nuestros colegas de Servicio al Cliente para una atención personalizada y puedan darte información precisa sobre tu paquete. Lo puedes hacer a través del siguiente enlace: ^LC",conv_3651
"As per your mail someone was supposed to collect the order today for replacement but nobody came, are you people serious about service or nt",Thanks for sharing your details with us. We'll help you in getting this issue resolved. Request you to wait. ^KH,conv_19225
I rather not take prime then and use the normal service as I don’t see any diff or advantages,internally to work on it. Please don’t provide your order/account details as we consider them to be personal information. 2/3 ^SB,conv_14100
I contacted through amazon chat and the person told me since it was sent to a locker they couldn’t help me. I cancelled Prime and am disputing the charge for the lost item with my credit card company. The email said the item was lost or damaged,Sorry to hear it Brian. Has a replacement or refund been issued? What did the email advise? ^NV,conv_57422
"Ich hab euch mal gemailed :) Laut Tracking Nr ist das Paket bei einem Nachbarn (im selben Haus) gelandet, welchen ich nicht finden kann.","Hi, bitte informiere die Kollegen darüber: Diese überprüfen gerne, wo dein Paket abgeblieben ist. ^SI",conv_35068
This is BS. Amazon seem to have unilaterally downgraded prime delivery benefits for Black Friday. Everything says 27th for me. Even items I bought one month ago on a Saturday and were delivered Sunday. Now they need four days! Shame on you Amazon!,One-Day delivery refers to the transit time once an order has been dispatched. Some orders take longer than others to be shipped. You can learn more here: ^DG,conv_93217
"What should i do with this link , i want my cashback, really insane by",Apologies. Please refer to the link for more details: ^SK,conv_39589
No i’ve already done that and you have taken more money out of my bank! Someone needs to contact me not an auto form,"Hi, sorry to hear that, please get in touch with us here: we'll help ^AS",conv_19268
Useless show Amazon... Again no body ce to pick up stuff for return Worst respond to customer..... GUYS PLS STOP BUYING Stuff FROM AMAZON. TO HELL WITH FDI... AND RESTRICT THEIR Working PLS,"We understand your concern regarding your order, Anuj. Apologies for the hassle, kindly connect with our support team here: and we'll assist you further. ^VH",conv_76606
😱,"Olá, Crono! Neste caso para visualizar o conteúdo no seu dispositivo Kindle, você precisa fazer a compra dos itens mas no formato digital. ^NB",conv_98125
"BITTE macht das. Bleibt sonst für mich und viele andere eine äußerst frustrierende Angelegenheit. kann man aufzeichnen, / leider nicht. Muss sich ändern. Danke!","Leider nein, aber ich gebe dein Feedback hierzu an die zuständigen Kollegen weiter. ^BL",conv_89965
I literally can't order anything further because I was informed that the logistics team is having issues problems &amp; can't deliver to me. I don't live in a rural town or in an apartment building. Just a regular house on a regular street in Toronto.,"Hi, are you having trouble with a delivery at the moment? Have you been in touch to get an update? ^HS",conv_76711
The pick up has been arranged 5 times now and cancelled at the last moment without citing any reason!,Was a pick up arranged on your order or were you asked to self-return it? Please tell us more. ^HK,conv_13418
Just DM’d you.,"I'm so sorry to hear about this poor experience, Robert-Jay! Could you please tell us a little more about what's going on? We want to help! ^SD",conv_81999
I have already done so. Where is my response? In the bin also?,"I'm so sorry, Jamie! That's definitely not the experience we want you to have. Please reach out to us directly here: ^LA",conv_87825
Please pick up from your hand . I get also damage product from your hand,Thank you for confirming that you've responded to our email. We'll definitely get back. Request you to wait till then. ^SK,conv_14793
"The latest tracking info proves the delivery company failed to deliver on the stated date and the lied about attempting delivery today, probably due to running late. Parcel was required urgently and now 2 days late! What info do you require? The tracking id?","I'm sorry you haven't yet received your parcel! We're here to help! What is the latest tracking, found here: ^SE",conv_91380
